Title,DOI,URL,Description,Published At,Source,Authors,License
 Evolutionary Single Rule Models (No Analysis),doi:10.7910/DVN/M5QYVV,https://doi.org/10.7910/DVN/M5QYVV,"These files are needed to simulate the single rule models, and to compute their ensemble averages.",2017-11-07T14:47:07Z,Harvard Dataverse,"Lehrer, Roni; Schumacher, Gijs",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Social group appeals in party rhetoric: Effects on policy support and polarization,doi:10.7910/DVN/LMRRZB,https://doi.org/10.7910/DVN/LMRRZB,"Can parties and politicians increase support for their policy positions by adding appeals to social groups? Social groups provide simple cues that heuristically help voters to decide whether they support a policy. We argue that the effect of group appeals crucially depends on respondents’ group affect and the valence of the group appeal. Among those with a positive attitude towards a group, adding a positive group appeal to a policy statement should increase support for the policy statement, while adding a negative appeal (i.e., against the group) should decrease support. Among those with negative attitudes towards a group, the opposite effects should occur. We test our expectations with two survey experiments. Our results indicate that the addition of group appeals substantially influences the evaluations of voters and leads to higher polarization. Social group appeals are useful to political parties, but these rhetorical tools may reinforce attitude polarization and group stereotypes.",2023-11-03T19:45:09Z,Harvard Dataverse,"Huber, Lena Maria; Meyer, Thomas M.; Wagner, Markus",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Divided We Unite: The Nature of Partyism and the Role of Coalition Partnership in Europe,doi:10.7910/DVN/YCDJNT,https://doi.org/10.7910/DVN/YCDJNT,"Highlighting the strength of ‘partyism’ in many democracies, recent scholarship pays keen attention to increasing hostility and distrust among citizens across party lines, known as affective polarization. By combining a conjoint analysis with decision-making games such as dictator and trust games, we design a novel survey experiment to systematically estimate and compare the strength of the partisan divide relative to other social divides across 25 European democracies. This design also allows us to investigate how the two components of affective polarization, in-group favoritism and out-group derogation, are moderated by the way parties interact with each other. We first find dominance of the partisan divide compared to other social divides that constitute traditional cleavages such as social class and religion. Second, we show that affective polarization in Europe is not primarily driven by out-group animus. Finally, we demonstrate that coalition partnership significantly lessens affective polarization by reducing both in-group and out-group biases.",2023-03-30T15:53:32Z,Harvard Dataverse,"Hahm, Hyeonho; Hilpert, David; König, Thomas",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: The Gendered Costs of Stigma: How Experiences of Conflict-Related Sexual Violence Encourage Civic Engagement for Women and Men,doi:10.7910/DVN/MGM5QY,https://doi.org/10.7910/DVN/MGM5QY,"A common understanding emphasizes the destructive effects of conflict-related sexual violence (CRSV) on social cohesion and community life. Stressing the agency of survivors, we present an alternative argument. Our theory predicts that survivors seek to counteract the stigma attached to CRSV by contributing to the community in the form of civic engagement. Drawing on three original surveys from Democratic Republic of Congo (DRC), Liberia, and Sri Lanka and relying on list experiments to reduce underreporting bias, we find that survivors of CRSV indeed show increased levels of civic engagement. This civic effect is consistent across the three contexts and very likely causal. We also rule out an alternative mechanism based on post-traumatic growth and dispel concerns that increased civic engagement comes at the expense of decreased intergroup relations. However, looking at sex differences our results are more sobering. While in line with our prediction, they do not support the optimistic notion that survivors’ mobilization results in female empowerment and the closing of existing gender gaps in civic behavior. Our findings have important implications for our understanding of CRSV, the legacy of violent conflict and the gendered nature of politics.",2023-08-21T11:25:35Z,Harvard Dataverse,"Koos, Carlo; Traunmueller, Richard",http://creativecommons.org/publicdomain/zero/1.0
Analyses Single Rule Models,doi:10.7910/DVN/X9KKQW,https://doi.org/10.7910/DVN/X9KKQW,These files are needed to replicate the analyses for the single rule models.,2017-11-07T14:49:45Z,Harvard Dataverse,"Lehrer, Roni; Schumacher, Gijs",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: The Gendered Costs of Stigma: How Experiences of Wartime Sexual Violence Encourage Civic Engagement for Women and Men,doi:10.7910/DVN/U2591T,https://doi.org/10.7910/DVN/U2591T,"A common understanding emphasizes the destructive effects of conflict-related sexual violence (CRSV) on social cohesion and community life. Stressing the agency of survivors, we present an alternative argument. Our theory predicts that survivors seek to counteract the stigma attached to CRSV by contributing to the community in the form of civic engagement. Drawing on three original surveys from Democratic Republic of Congo (DRC), Liberia, and Sri Lanka and relying on list experiments to reduce underreporting bias, we find that survivors of CRSV indeed show increased levels of civic engagement. This civic effect is consistent across the three contexts and very likely causal. We also rule out an alternative mechanism based on posttraumatic growth and dispel concerns that increased civic engagement comes at the expense of decreased intergroup relations. However, looking at sex differences, our results are more sobering. While in line with our prediction, they do not support the optimistic notion that survivors’ mobilization results in female empowerment and the closing of existing gender gaps in civic behavior. Our findings have important implications for our understanding of CRSV, the legacy of violent conflict and the gendered nature of politics.Copy directly from abstract in AJPS publication",2024-01-16T18:50:40Z,Harvard Dataverse,"Koos, Carlo; Traunmüller, Richard",N/A
Replication Data for: Gender Differences In How Scientists Present The Importance Of Their Research,doi:10.7910/DVN/YHJUCJ,https://doi.org/10.7910/DVN/YHJUCJ,Women remain underrepresented on faculties of medicine and the life sciences more broadly. Whether gender differences in self presentation of clinical research exist and may contribute to this gender gap has been challenging to explore empirically. The objective of this study was to analyze whether men and women differ in how positively they frame their research findings and to analyze whether the positive framing of research is associated with higher downstream citations.,2019-12-16T07:57:47Z,Harvard Dataverse,"Lerchenmueller, Marc",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: The Externalities of Inequality: Fear of Crime and Preferences for Redistribution in Western Europe,doi:10.7910/DVN/RIOEAY,https://doi.org/10.7910/DVN/RIOEAY,"Why is the difference in redistribution preferences between the rich and the poor high in some countries and low in others? In this paper we argue that it has a lot to do with the rich and very little to do with the poor. We contend that while there is a general relative income effect on redistribution preferences, the preferences of the rich are highly dependent on the macro-level of inequality. The reason for this effect is not related to immediate tax and transfer considerations but to a negative externality of inequality: crime. We will show that the rich in more unequal regions in Western Europe are more supportive of redistribution than the rich in more equal regions because of their concern with crime. In making these distinctions between the poor and the rich, the arguments in this paper challenge some influential approaches to the politics of inequality.",2015-06-04T14:22:31Z,Harvard Dataverse,"Rueda, David; Stegmueller, Daniel",N/A
"Replication Data for: Mode of candidacy, electoral prospects, and the ideological deviation of candidacy-seeking politicians from their party leadership",doi:10.7910/DVN/KYQBHT,https://doi.org/10.7910/DVN/KYQBHT,"Politicians who seek their parties’ nomination as candidates for public office start communicating their ideological profile to the selectorate months before the party decides on who will run as candidates. However, some politicians tend to steer away from their party leadership, while others stick closer to the party line. We argue that not only the mode of candidacy but one’s expected chances of winning the election during the candidate selection period are defining factors in understanding why some candidates deviate further from their party leadership position than others. We use novel data on the degree of intra-party competition among the main German parties in all 299 electoral districts and on the ideological positions of candidates, measured using their Twitter statements in the run-up to the 2021 Bundestag election, to evaluate our expectations. In line with existing studies, we find that candidates who seek only their party’s nomination via lists deviate less from party leadership than candidates who seek nomination as a district candidate. In contrast to our expectations, candidates who seek their nomination in an electoral district do not deviate more ideologically from their party when they can expect to win the district seat on election day based on published polls during the candidate selection period.",2024-05-22T11:04:53Z,Harvard Dataverse,"Debus, Marc; Lattmann, Johannes; Wagner, Sarah",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: What do Germans of Russian and Turkish migration background think about sanctions against Russia?,doi:10.7910/DVN/TM694O,https://doi.org/10.7910/DVN/TM694O,"The Russian invasion of Ukraine has significant implications not only for foreign, defence, economic and energy policies of European democracies, but also for their societal cohesion. While the debates about sanctions against Russia are mainly structured along partisan lines, with supporters of far-left and far-right parties tending to be against harsh responses, we argue that also a specific migrant background and an ethnic identity matter for the position on this highly salient and polarizing issue. Using original survey data from Germany, we find that respondents with Russian or Turkish ethnic background are less in favour of sanctions against Russia. This finding remains robust when considering respondents’ party preferences, education level, age, religious affiliation, and their region of residence, whether in Western or Eastern Germany. The results suggest that Russia’s war against Ukraine is likely to create tensions not only between individuals with different ideological orientations but can also result in conflicts between citizens with and without a Russian or Turkish migrant background or identity.",2025-02-17T13:27:18Z,Harvard Dataverse,"Debus, Marc; Diener, Julius; Himmelrath, Noam; Stecker, Christian",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Let’s Just Agree to Disagree: Dispute Resolution Mechanisms in Coalition Agreements,doi:10.7910/DVN/EB0BGA,https://doi.org/10.7910/DVN/EB0BGA,Files include replication data and code (Stata).,2016-03-16T13:18:28Z,Harvard Dataverse,"Indridason, Indridi; Bowler, Shaun; Bräuninger, Thomas; Debus, Marc",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Keeping One’s Seat: The Competiveness of MP Renomination in Mixed-Member Electoral Systems,doi:10.7910/DVN/UCRHWN,https://doi.org/10.7910/DVN/UCRHWN,"Mixed-member electoral systems are supposed to simultaneously produce coherent parties and ensure the representation of local interests. We regard the competitiveness of MPs’ bids for renomination as a crucial indicator of the degree to which MPs are punished when deviating from their principals. Capitalizing on the opportunities offered by mixed-member electoral systems, we develop a theoretical account that makes the competitiveness of the candidate selection process conditional on the characteristics of the electoral system, the candidate selection regime, an MP’s parliamentary behavior, district characteristics and government status. Corroborating our expectations, the analysis of the candidate selection processes in the run-up to the 2013 Bundestag election shows that an increasing degree of ideological deviation from the party line—as expressed in parliamentary speeches—results in a worse position on the party list for opposition MPs, but does not affect the renomination chances of district candidates or of list candidates from the government camp.",2016-09-29T14:55:50Z,Harvard Dataverse,"Baumann, Markus; Debus, Marc; Klingelhöfer, Tristan",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for: Value Conflicts Revisited: Muslims, Gender Equality and Gestures of Respect",doi:10.7910/DVN/KQJL5K,https://doi.org/10.7910/DVN/KQJL5K,"This is a study on inclusion of Muslims in liberal democracies in the presence of value conflict. We focus on handshaking controversies that appear to pit gender equality against religious freedom. The possible outcomes seem mutually exclusive: either conservative Muslim minorities must conform to the norms of the majority culture or non-Muslim majorities must acquiesce in the legitimacy of conservative Muslim ideas. Taking advantage of a trio of experiments to replicate our results, we demonstrate the efficacy of introducing alternative gestures of respect. Presented with a substitute gesture of respect—placing the hand on the heart—non-Muslim demands for Muslim conformity drop dramatically. The results of the Handshaking experiments call out a general lesson. Thanks to the ingenuity and versatility of cultural customs to signal respect, value conflicts can be open to resolution in everyday encounters without minorities or majorities having to forsake their convictions.",2023-12-22T14:27:12Z,Harvard Dataverse,"Ivarsflaten, Elisabeth; Helbling, Marc; Sniderman, Paul M.; Traunmüller, Richard",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Instability in the Stability and Growth Pact: The Contribution of Member State Power and Euroskepticism to the Euro Crisis,doi:10.7910/DVN/8ROGI1,https://doi.org/10.7910/DVN/8ROGI1,"The Stability and Growth Pact clearly failed to prevent the euro crisis. We contend that the failure was due largely to the ability of the Member States to undermine the Pact's operation. The European Commission served as a ``watchdog"" to monitor fiscal performance. The Member States themselves, however, collectively had the ability to change the content of the reports for individual states. We confirm the expectation that powerful Member States had the most success in undermining the role of the Commission. Perhaps more surprisingly, we find supporting evidence for our argument that governments with euroskeptic populations behind them were also more successful in weakening the Commission's warnings. These results have broader theoretical implications concerning which mechanisms explain country-specific outcomes under a shared rule. Another contribution is the creation a new dataset of European Commission assessments of Member State economic programmes and Council of Minister revisions.",2015-12-02T20:10:03Z,Harvard Dataverse,"Baerg, Nicole Rae; Hallerberg, Mark",http://creativecommons.org/publicdomain/zero/1.0
Seki-Williams Government and Ministers Data,doi:10.7910/DVN/0UNUAM,https://doi.org/10.7910/DVN/0UNUAM,"Seki-Williams extend the Woldendorp, Keman and Budge government composition data through 2014. Detailed ministry data (from the early-1990s-2014) and annual government partisanship data are available.",2016-09-19T14:35:22Z,Harvard Dataverse,"Williams, Laron; Seki, Katsunori",http://creativecommons.org/publicdomain/zero/1.0
"Replication material for ""Coalition Policy Perceptions""",doi:10.7910/DVN/PLS50O,https://doi.org/10.7910/DVN/PLS50O,Replication data and code in Stata,2019-04-21T06:45:01Z,Harvard Dataverse,"Bowler, Shaun; Gschwend, Thomas; Indridason, Indridi H.",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Coalition-directed Voting under Uncertainty,doi:10.7910/DVN/HL64WC,https://doi.org/10.7910/DVN/HL64WC,"# Replication Material for ""Coalition-directed Voting under Uncertainty"" The replication material allows for the reproduction of all figures and tables in both the main text and the supplementary material. ## Setup Script For replication, please first run `Setup_00_Packages.R` to install all required packages. ## Observational Study To replicate the observational study, please run `ObsStudy_01_00_overview_all.R` and `ObsStudy_01_00_overview_all_pid.R`. These scripts will reproduce all tables and figures from the main text and the supplementary material. ### Files: - `ObsStudy_00_data_*`: Raw survey data from the election studies. - `ObsStudy_01_00_overview_all.R`: Code to reproduce the analysis and results in tables and figures (without partisanship control). - `ObsStudy_01_00_overview_all_pid.R`: Code to reproduce the robustness check with partisanship control. - `ObsStudy_01_00_overview_NZSweden.R`: Code to reproduce the analysis and results in tables and figures for own surveys. - `ObsStudy_01_01_*`: Code to reproduce the analysis for individual studies. ## Experimental Study To replicate the experimental study, please run `ExpStudy_01_analysis.R`. This script will reproduce all tables and figures from the main text and the supplementary material. ### Files: - `ExpStudy_00_data`: Contains the raw data for the experimental study. - `ExpStudy_01_analysis.R`: Code to reproduce the analysis and generate the results in tables and figures.",2025-03-31T16:19:13Z,Harvard Dataverse,"Stoetzer, Lukas F.; Bahnsen, Oke; Gschwend, Thomas",http://creativecommons.org/publicdomain/zero/1.0
Pro-Government Militias Database 2.1,doi:10.7910/DVN/YK8L4I,https://doi.org/10.7910/DVN/YK8L4I,Files for the PGMD v2.0 and PGMD v2.1,2022-04-08T09:43:18Z,Harvard Dataverse,"Carey, Sabine C.; Mitchell, Neil J.",http://creativecommons.org/publicdomain/zero/1.0
Impacts of linking savings group to formal financial service providers and strengthening their internal group insurance mechanism in Zambia,doi:10.7910/DVN/OPPC8V,https://doi.org/10.7910/DVN/OPPC8V,"Stata do files, and ready-for-analysis data used in the analysis published in the Final Report to 3ie on the project, ""Impacts of linking savings group to formal financial service providers and strengthening their internal group insurance mechanism in Zambia"" (project code TW4.1025). This project was funded as part of r Agricultural Innovation Evidence Programme",2021-06-08T08:20:30Z,Harvard Dataverse,"Frölich, Markus; Nguyen, Linh",N/A
"Replication Data for: ""Teacher Performance Pay and Student Learning: Evidence from a Nationwide Program in Peru”. Economic Development and Cultural Change",doi:10.7910/DVN/98ANEA,https://doi.org/10.7910/DVN/98ANEA,The zipped file contains the do file necessary to replicate the Tables and Figures in Bellés-Obrero and Lombardi. “Teacher Performance Pay and Student Learning: Evidence from a Nationwide Program in Peru”. Economic Development and Cultural Change,2020-12-11T16:01:03Z,Harvard Dataverse,"Lombardi, Maria; Cristina Bellés-Obrero",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for: Populist Radical Parties, Pariahs, and Coalition Bargaining Delays",doi:10.7910/DVN/NSOKZZ,https://doi.org/10.7910/DVN/NSOKZZ,"Most parliamentary democracies have seen a rise of populist radical parties during the past decades. Many countries have also experienced severely delayed government formation processes, with caretaker governments in office for extended periods of time. Are these delays related to the rise of radical parties? We argue that the rise of populist radical parties may prolong the bargaining process, due to that these parties are often treated as pariahs by other parties during election campaigns, which creates a complex bargaining situation after the election. We evaluate this claim by studying 121 government formation processes in the German States from 1990 until 2021, using original data which includes statements made by parties during election campaigns. The findings show that a higher share of seats allocated to parties from the radical right and radical left results in an increasing amount of days until a new government is voted into office. We also find that when a party that has been characterized as being ‘non-coalitionable’ during the election campaign ends up among the negotiating parties, the government formation process is severely delayed. These findings suggest that the rise of populist radical parties may create severe challenges for parliamentary democracy.",2022-11-17T05:42:41Z,Harvard Dataverse,"Debus, Marc; Bäck, Hanna; Imre, Michael",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: How Party Competition Shapes Ethnic Parties’ Positions on Migration and Immigration,doi:10.7910/DVN/GJ0GAI,https://doi.org/10.7910/DVN/GJ0GAI,"What positions do ethnic parties adopt on issues related to migration and immigration? We argue that, first, the specific characteristics of the party system – that is, if there are further ethnic parties that compete for votes, in particular among the same ethnic group – matter for the policy profile of ethnic parties on immigration policy. Secondly, we expect that the ideological position of an ethnic party should matter for their immigration policy position: ethnic parties with a more right-wing ideological profile should adopt more negative positions on immigration, in particular if they face competition from another ethnic party. We use regression analysis and a manually coded sample of ethnic parties based on the Comparative Manifesto Project to test these assumptions. The empirical analysis provides support for our expectations: ethnic parties take more negative immigration positions if they compete with other parties among the same group of ethnic voters and the more the ethnic parties belong to the right-wing of the ideological spectrum.",2022-11-16T20:15:48Z,Harvard Dataverse,"Debus, Marc; Schulte, Felix",http://creativecommons.org/publicdomain/zero/1.0
"Replication Code for ""Social Connectedness in Bank Lending""",doi:10.7910/DVN/T3G5MD,https://doi.org/10.7910/DVN/T3G5MD,"Replication code for ""Social Connectedness in Bank Lending"". Please see the readme file for further information.",2024-10-23T11:39:09Z,Harvard Dataverse,"Rehbein, Oliver; Rother, Simon",http://creativecommons.org/publicdomain/zero/1.0
Reproduction files for: National Identities and Mass Belief Systems on Foreign and Security Policy in Germany,doi:10.7910/DVN/5TH3XY,https://doi.org/10.7910/DVN/5TH3XY,Data and code to reproduce the main findings reported in the paper.,2018-01-03T11:44:52Z,Harvard Dataverse,"Mader, Matthias; Pötzschke, Jana",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Candidate awareness in mixed-member electoral systems: A data-driven approach,doi:10.7910/DVN/T2XFXG,https://doi.org/10.7910/DVN/T2XFXG,"Voters need to be at least aware of candidates to hold them accountable. How does this work in mixed-member electoral systems where nominal votes often play a subordinate role and voters could entirely rely on party heuristics to choose between candidates? In lieu of existing causal explanations, we compile data on many factors contributing to candidate awareness and use a data-driven approach to identify variables that strongly predict voters' awareness of district candidates in the run-up of the German Federal Elections 2009, 2013 and 2017. We find factors that describe candidate-, voter-, and district characteristics politically to be important out-of-sample predictors in contrast to factors that describe them socio-demographically. Interestingly, we find that incumbency predicts candidate awareness, but it does not matter whether incumbents were elected nominally or via a party list. These findings can be a starting point for developing causal theories and have implications for our understanding of how voters perceive the different types of MPs a mixed-member electoral system generates.",2023-10-19T14:40:46Z,Harvard Dataverse,"Rittmann, Oliver; Gschwend, Thomas; Sohnius, Marie-Lou",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Welche Auswirkungen haben größere Wahlkreise auf das politische Verhalten? Ein empirischer Beitrag zur Wahlrechtsreform,doi:10.7910/DVN/HVV0SO,https://doi.org/10.7910/DVN/HVV0SO,"Replication archive for: Sohnius, Marie-Lou, Thomas Gschwend, and Oliver Rittmann. 2022. Welche Auswirkungen haben größere Wahlkreise auf das politische Verhalten? Ein empirischer Beitrag zur Wahlrechtsreform. Politische Vierteljahresschrift 63(4). 685-701.",2023-11-08T10:33:35Z,Harvard Dataverse,"Rittmann, Oliver; Souhnius, Marie-Lou; Gcshwend, Thomas",http://creativecommons.org/publicdomain/zero/1.0
"Supplemental materials for ""European public opinion: united in supporting Ukraine, divided on the future of NATO""",doi:10.7910/DVN/L3C3GF,https://doi.org/10.7910/DVN/L3C3GF,"Supplemental materials for the article ""European public opinion: united in supporting Ukraine, divided on the future of NATO"" published in International Affairs.",2023-09-21T15:27:32Z,Harvard Dataverse,"Münchow, Felix; Mader, Matthias; Thomson, Catarina",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Simulating party shares,doi:10.7910/DVN/3WILXI,https://doi.org/10.7910/DVN/3WILXI,We tackle the problem of simulating seat- and vote-shares for a party system of a given size. We show how these shares can be generated using unordered and ordered Dirichlet distributions. We show that a distribution with a mean vector given by the rule described in Taagepera and Allik (2006) fits real world data almost as well as a saturated model where there is a parameter for each rank/system size combination.,2023-03-13T22:09:26Z,Harvard Dataverse,"Hanretty, Chris; Cohen, Denis",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for: ""Scaling Court Decisions with Citation Networks""",doi:10.7910/DVN/MDHSXP,https://doi.org/10.7910/DVN/MDHSXP,This repo replicates all analyses of the paper and the corresponding online appendix. The pw for the .zip is 'AEG_JLC',2021-12-07T13:45:34Z,Harvard Dataverse,"Arnold, Christian; Engst, Benjamin; Gschwend, Thomas",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Left/Right or U? Estimating the Dimensionality of National Party Competition in Europe,doi:10.7910/DVN/DF4DFH,https://doi.org/10.7910/DVN/DF4DFH,"Comparative studies report the rise of left- and right-wing Eurosceptic parties that have transformed national party competition in Europe toward an inverted U-shaped configuration: Peripheral parties at the left and right of the party spectrum oppose while centrist parties support several features of European integration. To describe the tempo and timing of this transformation and the heterogeneity across countries, we develop a Bayesian finite mixture factor analysis that estimates the election-specific probability of a one-dimensional left/right versus a two-dimensional inverted U-shaped national party configuration. The results show a general trend toward ``U"" but with significant variation across countries and time, including cases with a reversal of this trend.",2017-05-09T13:27:00Z,Harvard Dataverse,"König, Thomas; Marbach, Moritz; Osnabrügge, Moritz",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Biased Bureaucrats and the Policies of International Organizations,doi:10.7910/DVN/IPGCTN,https://doi.org/10.7910/DVN/IPGCTN,"This article advances a novel argument about the policy output of international organizations (IOs) by highlighting the role of individual staffers. We approach them as purposive actors carrying heterogeneous ideological biases that materially shape their policy choices on the job. Pursuing this argument with an empirical focus on the International Monetary Fund (IMF), we collected individual-level information on the careers of 835 IMF “mission chiefs”—staffers with primary responsibility for a particular member state—and matched them to newly-coded data on more than 15,000 IMF-mandated policy conditions over the 1980–2016 period. Leveraging the appointment of the same mission chief to different countries throughout their career, we find that individual staffers influence the number, scope, and content of IMF conditions according to their personal ideological biases. These results contribute to our understanding of the micro-foundations behind IO output, and have implications for the accountability and legitimacy of IOs.",2024-09-10T14:38:21Z,Harvard Dataverse,"Lang, Valentin; Kentikelenis, Alexandros; Wellner, Lukas",N/A
Replication data for: Foreign Anti-Mainstream Propaganda and Democratic Publics,doi:10.7910/DVN/AL0V9K,https://doi.org/10.7910/DVN/AL0V9K,"These data and code files allow researchers to replicate the analyses in Mader, M., Marinov, N & Schoen, H. (2021). Foreign Anti-Mainstream Propaganda and Democratic Publics. Comparative Political Studies, including all tables and figures in the main paper and supplementary materials. For details, read the readme.txt file.",2021-09-14T15:34:39Z,Harvard Dataverse,"Mader, Matthias; Marinov, Nikolay; Schoen, Harald",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: When Do Campaign Effects Persist for Years? Evidence from a Natural Experiment,doi:10.7910/DVN/MB2UKU,https://doi.org/10.7910/DVN/MB2UKU,"A unique re-vote allows for a natural experiment to evaluate whether campaign effects can last for nearly a decade: A right-wing conservative party missed the 5-percent threshold in a German state by a mere vote in 2007, but the Constitutional Court ordered a re-vote in a single precinct over potential election fraud. After a one-sided campaign focusing on law and order, the party’s vote share increased more than sixfold. By comparing the precinct with its direct surroundings, the study shows that the re-vote campaign had long-lasting effects on vote choice and broader security-sensitive behavior. Residents in the re-vote precinct installed more warning signs on their property to deter burglars. They were not more supportive of right-wing attitudes, but more likely to believe that election fraud reoccurred. Based on habitual-voting and social-norm theories, the study suggests that persuasion could be durable if candidates provide an unchallenged interpretation of political events.",2019-09-30T17:13:08Z,Harvard Dataverse,"Jäger, Kai",N/A
Replication data for: Locus of Control and Job Search Strategies,doi:10.7910/DVN/28639,https://doi.org/10.7910/DVN/28639,,2015-03-26T00:00:00Z,Harvard Dataverse,"Caliendo, Marco; Uhlendorff, Arne; Cobb-Clark, Deobrah",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Computing quantities of interest and their uncertainty using Bayesian simulation,doi:10.7910/DVN/ONY6WJ,https://doi.org/10.7910/DVN/ONY6WJ,"When analyzing data, researchers are often less interested in the parameters of statistical models than in functions of these parameters such as predicted values. Here we show that Bayesian simulation with Markov-chain Monte Carlo tools makes it easy to compute these quantities of interest with their uncertainty. We illustrate how to produce customary and relatively new quantities of interest such as variable importance ranking, posterior predictive data, difficult marginal effects, and model comparison statistics to allow researchers to report more informative results.",2022-02-27T18:52:18Z,Harvard Dataverse,"Murr, Andreas; Traunmueller, Richard; Gill, Jeff",http://creativecommons.org/publicdomain/zero/1.0
The Crowdsourced Replication Initiative Participant Survey,doi:10.7910/DVN/UUP8CX,https://doi.org/10.7910/DVN/UUP8CX,"The Crowdsourced Replication Initiative (CRI) involved 204 researchers who volunteered to engage in a replication of a well-known study on immigration and social policy preferences. In this project, the participants were surveyed four times between August 20th, 2018 and January 20th, 2019. Survey questions with identifying features have been removed to protect participant anonymity and the data are available in the file cri_survey_long_public with labels or *_nolabs, without. The survey included both objective criteria, such as experience with methods and the substantive topic of the replication, and subjective criteria, such as the participants own beliefs about the hypothesis and immigration in general. In addition, they were asked questions about their time commitment, constraints they faced and some other feedback about the process of crowdsourcing. As of 2024, we provide data on the participants’ reviews of the other teams’ models. These review scores were initially not directly useable due to some problems with the 4th wave of the participant survey. The participants were given model descriptions that did not always match with the models they should have reflected. However, we have now used these paragraphs to match descriptions. We were able to match roughly 95% of all models. The new data file peer_model_dyad allows users to analyze data that are in participant-model dyad format. These data are linkable to both the participant survey here, and the CRI model specification and results data on Github (https://github.com/nbreznau/CRI). Because of matching and uneven numbers of models per team, there are some participants whose rankings apply to dozens of models and others only a few. The variable descriptions for these data are in the peer_model_dyad_codebook file. We also now provide dyadic data that matches each participant with each model specification produced by their team in df_dyad. These data contain all model specifications and the AME (Average Marginal Effect) produced by that model.",2024-11-11T15:23:56Z,Harvard Dataverse,"Breznau, Nate; Eike Mark Rinke; Alexander Wuttke",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for ""Rebel Recruitment and Migration: Theory and Evidence From Southern Senegal""",doi:10.7910/DVN/AMDMMU,https://doi.org/10.7910/DVN/AMDMMU,"These replication files reproduce the analyses from the paper ""Schaub, Max, and Daniel Auer. “Rebel Recruitment and Migration: Theory and Evidence From Southern Senegal.” Journal of Conflict Resolution, https://doi.org/10.1177/00220027221118258.""",2022-10-17T10:18:50Z,Harvard Dataverse,"Schaub, Max; Auer, Daniel",http://creativecommons.org/publicdomain/zero/1.0
Replication data for: Validating estimates of latent traits from textual data using human judgement as a benchmark,doi:10.7910/DVN/QWPDQJ,https://doi.org/10.7910/DVN/QWPDQJ,"Automated and statistical methods for estimating latent political traits and classes from textual data hold great promise, since virtually every political act involves the production of text. Statistical models of natural language features, however, are heavily laden with unrealistic assumptions about the process that generates this data, including the stochastic process of text generation, the functional link between political variables and observed text, and the nature of the variables (and dimensions) on which observed text should be conditioned. While acknowledging statistical models of latent traits to be âwrongâ, political scientists nonetheless treat the treat their results as sufficiently valid to be useful. In this paper, we address the issue of substantive validity in the face of potential model failure, in the context of unsupervised scaling methods of latent traits. We critically examine one popular parametric measurement model of latent traits for text and then compare its results to systematic human judgments of the texts as a benchmark for validity.",2014-10-02T00:00:00Z,Harvard Dataverse,"Lowe, Will; Benoit, Kenneth",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for: Between Strategy and Protest: How Policy Demand, Political Dissatisfaction and Strategic Incentives Matter for Far Right Voting",doi:10.7910/DVN/V5AOXD,https://doi.org/10.7910/DVN/V5AOXD,"What attracts voters to far right parties? Emphasizing the repercussions of far right parties' past achievements on the mobilization of voters' electoral demand, this paper develops an argument of context-dependent strategic far right voting. Far right parties seek to mobilize on a combination of demand for nativist policies and anti-establishment protest sentiment. Their capacity of doing so, however, critically depends on the strategic incentives they supply. My findings from a comparative analysis based on six waves of the European Election Study show that far right parties’ past attainment of legislative strength boosts the credibility of their policy appeal and broadens the scope of their protest appeal whereas their participation in government jeopardizes their capacity to mobilize on popular discontent.",2019-03-06T18:33:48Z,Harvard Dataverse,"Cohen, Denis",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Protecting civilians in inter-communal conflict through remote sensing of climate impacts,doi:10.7910/DVN/HON8FT,https://doi.org/10.7910/DVN/HON8FT,Replication Data,2025-05-23T14:43:35Z,Harvard Dataverse,"Sauter, Melanie; Sauter, Melanie; Dworschak, Christoph; Dworschak, Christoph",http://creativecommons.org/publicdomain/zero/1.0
