filename,url,madoc_identifier,title,creators,year,citation
Zeitschrift%20f%C3%BCr%20Germanistik_Holweck%202020.pdf,https://madoc.bib.uni-mannheim.de/53487/1/Zeitschrift%20f%C3%BCr%20Germanistik_Holweck%202020.pdf,https://madoc.bib.uni-mannheim.de/53487/,"""Die deutsche Freiheit erdolcht!"" Tagung zu Leben, Werk und Tod August von Kotzebues anlässlich seiner Ermordung vor 200 Jahren. Interdisziplinäre Tagung in Mannheim 21.-23.03.2019","Holweck, Katja",2020,"Holweck, Katja (2020) “""Die deutsche Freiheit erdolcht!"" Tagung zu Leben, Werk und Tod August von Kotzebues anlässlich seiner Ermordung vor 200 Jahren. Interdisziplinäre Tagung in Mannheim 21.-23.03.2019.” https://madoc.bib.uni-mannheim.de/53487/"
ZfV-Heft_8_2015_S_243-244_Albrecht-clipped.pdf,https://madoc.bib.uni-mannheim.de/39263/2/ZfV-Heft_8_2015_S_243-244_Albrecht-clipped.pdf,https://madoc.bib.uni-mannheim.de/39263/,Versagt die Bundesregierung beim Erklären der Zinszusatzreserve?,"Albrecht, Peter",2015,"Albrecht, Peter (2015) “Versagt die Bundesregierung beim Erklären der Zinszusatzreserve?.” https://madoc.bib.uni-mannheim.de/39263/"
ZfV-_Teil_2%5B1%5D.pdf,https://madoc.bib.uni-mannheim.de/44198/1/ZfV-_Teil_2%5B1%5D.pdf,https://madoc.bib.uni-mannheim.de/44198/,Bedroht Big Data Grundprinzipien der Versicherung? (II.),"Albrecht, Peter",2017,"Albrecht, Peter (2017) “Bedroht Big Data Grundprinzipien der Versicherung? (II.).” https://madoc.bib.uni-mannheim.de/44198/"
a-pilot-study-on-individual-and-contextual-factors-influencing-teachers-digitalisation-process-15189.pdf,https://madoc.bib.uni-mannheim.de/67894/1/a-pilot-study-on-individual-and-contextual-factors-influencing-teachers-digitalisation-process-15189.pdf,https://madoc.bib.uni-mannheim.de/67894/,A pilot study on individual and contextual factors influencing teachers' digitalisation process,"Cataudella, Stefania; Mascia, Maria Lidia; Agus, Mirian; Ifenthaler, Dirk; Tomczyk, Łukasz; Penna, Maria Pietronilla",2024,"Cataudella, Stefania; Mascia, Maria Lidia; Agus, Mirian; Ifenthaler, Dirk; Tomczyk, Łukasz; Penna, Maria Pietronilla (2024) “A pilot study on individual and contextual factors influencing teachers' digitalisation process.” https://madoc.bib.uni-mannheim.de/67894/"
a-political-history-forecast-of-bloc-support-in-the-2025-german-federal-election.pdf,https://madoc.bib.uni-mannheim.de/71912/1/a-political-history-forecast-of-bloc-support-in-the-2025-german-federal-election.pdf,https://madoc.bib.uni-mannheim.de/71912/,A political history forecast of bloc support in the 2025 German federal election,"Quinlan, Stephen; Schnaudt, Christian; Lewis-Beck, Michael S.",2026,"Quinlan, Stephen; Schnaudt, Christian; Lewis-Beck, Michael S. (2026) “A political history forecast of bloc support in the 2025 German federal election.” https://madoc.bib.uni-mannheim.de/71912/"
a-preregistered-vignette-experiment-on-determinants-of-health-data-sharing-behavior-willingness-to-donate-sensor-data-medical-records-and-biomarkers.pdf,https://madoc.bib.uni-mannheim.de/62967/1/a-preregistered-vignette-experiment-on-determinants-of-health-data-sharing-behavior-willingness-to-donate-sensor-data-medical-records-and-biomarkers.pdf,https://madoc.bib.uni-mannheim.de/62967/,"A preregistered vignette experiment on determinants of health data sharing behavior: Willingness to donate sensor data, medical records, and biomarkers","Silber, Henning; Gerdon, Frederic; Bach, Ruben L.; Kern, Christoph; Keusch, Florian; Kreuter, Frauke",2022,"Silber, Henning; Gerdon, Frederic; Bach, Ruben L.; Kern, Christoph; Keusch, Florian; Kreuter, Frauke (2022) “A preregistered vignette experiment on determinants of health data sharing behavior: Willingness to donate sensor data, medical records, and biomarkers.” https://madoc.bib.uni-mannheim.de/62967/"
a23-erdos.pdf,https://madoc.bib.uni-mannheim.de/40027/1/a23-erdos.pdf,https://madoc.bib.uni-mannheim.de/40027/,Reconstructing graphs from neighborhood data,"Erdös, Dóra; Gemulla, Rainer; Terzi, Evimaria",2014,"Erdös, Dóra; Gemulla, Rainer; Terzi, Evimaria (2014) “Reconstructing graphs from neighborhood data.” https://madoc.bib.uni-mannheim.de/40027/"
a8-beedkar.pdf,https://madoc.bib.uni-mannheim.de/40019/1/a8-beedkar.pdf,https://madoc.bib.uni-mannheim.de/40019/,Closing the gap: Sequence mining at scale,"Beedkar, Kaustubh; Berberich, Klaus; Gemulla, Rainer; Miliaraki, Iris",2015,"Beedkar, Kaustubh; Berberich, Klaus; Gemulla, Rainer; Miliaraki, Iris (2015) “Closing the gap: Sequence mining at scale.” https://madoc.bib.uni-mannheim.de/40019/"
a928.pdf,https://madoc.bib.uni-mannheim.de/55017/1/a928.pdf,https://madoc.bib.uni-mannheim.de/55017/,Triage bei einer Pandemie: bislang gesetzlich ungeregelt,"Taupitz, Jochen",2020,"Taupitz, Jochen (2020) “Triage bei einer Pandemie: bislang gesetzlich ungeregelt.” https://madoc.bib.uni-mannheim.de/55017/"
abitech-2015-0037.pdf,https://madoc.bib.uni-mannheim.de/39937/1/abitech-2015-0037.pdf,https://madoc.bib.uni-mannheim.de/39937/,Zur Nachnutzung von bibliographischen Katalog- und Normdaten für die persönliche Literaturverwaltung und Wissensorganisation,"Zumstein, Philipp; Stöhr, Matti",2015,"Zumstein, Philipp; Stöhr, Matti (2015) “Zur Nachnutzung von bibliographischen Katalog- und Normdaten für die persönliche Literaturverwaltung und Wissensorganisation.” https://madoc.bib.uni-mannheim.de/39937/"
abou-chadi-et-al-2024-rental-market-risk-and-radical-right-support-1.pdf,https://madoc.bib.uni-mannheim.de/71181/1/abou-chadi-et-al-2024-rental-market-risk-and-radical-right-support-1.pdf,https://madoc.bib.uni-mannheim.de/71181/,Rental market risk and radical right support,"Abou-Chadi, Tarik; Cohen, Denis; Kurer, Thomas",2025,"Abou-Chadi, Tarik; Cohen, Denis; Kurer, Thomas (2025) “Rental market risk and radical right support.” https://madoc.bib.uni-mannheim.de/71181/"
aer.20150626.pdf,https://madoc.bib.uni-mannheim.de/41413/1/aer.20150626.pdf,https://madoc.bib.uni-mannheim.de/41413/,The Berlin stock exchange in imperial Germany - a market for new technology?,"Lehmann-Hasemeyer, Sibylle; Streb, Jochen",2016,"Lehmann-Hasemeyer, Sibylle; Streb, Jochen (2016) “The Berlin stock exchange in imperial Germany - a market for new technology?.” https://madoc.bib.uni-mannheim.de/41413/"
affective-partisan-polarization-and-moral-dilemmas-during-the-covid-19-pandemic.pdf,https://madoc.bib.uni-mannheim.de/64812/1/affective-partisan-polarization-and-moral-dilemmas-during-the-covid-19-pandemic.pdf,https://madoc.bib.uni-mannheim.de/64812/,Affective partisan polarization and moral dilemmas during the COVID-19 pandemic,"Stoetzer, Lukas F.; Munzert, Simon; Lowe, Will; Çalı, Başak; Gohdes, Anita R.; Helbling, Marc; Maxwell, Rahsaan; Traunmüller, Richard",2022,"Stoetzer, Lukas F.; Munzert, Simon; Lowe, Will; Çalı, Başak; Gohdes, Anita R.; Helbling, Marc; Maxwell, Rahsaan; Traunmüller, Richard (2022) “Affective partisan polarization and moral dilemmas during the COVID-19 pandemic.” https://madoc.bib.uni-mannheim.de/64812/"
agenda-control-and-timing-of-bill-initiation-a-temporal-perspective-on-coalition-governance-in-parliamentary-democracies.pdf,https://madoc.bib.uni-mannheim.de/61153/1/agenda-control-and-timing-of-bill-initiation-a-temporal-perspective-on-coalition-governance-in-parliamentary-democracies.pdf,https://madoc.bib.uni-mannheim.de/61153/,Agenda control and timing of bill initiation: A temporal perspective on coalition governance in parliamentary democracies,"König, Thomas; Lin, Nick; Lu, Xiao; Silva, Thiago N.; Yordanova, Nikoleta; Zudenkova, Galina",2022,"König, Thomas; Lin, Nick; Lu, Xiao; Silva, Thiago N.; Yordanova, Nikoleta; Zudenkova, Galina (2022) “Agenda control and timing of bill initiation: A temporal perspective on coalition governance in parliamentary democracies.” https://madoc.bib.uni-mannheim.de/61153/"
agriculture-13-00812-v2.pdf,https://madoc.bib.uni-mannheim.de/64705/1/agriculture-13-00812-v2.pdf,https://madoc.bib.uni-mannheim.de/64705/,An approach towards a practicable assessment of neonatal piglet body core temperature using automatic object detection based on thermal images,"Küster, Steffen; Haverkamp, Lion; Schlather, Martin; Traulsen, Imke",2023,"Küster, Steffen; Haverkamp, Lion; Schlather, Martin; Traulsen, Imke (2023) “An approach towards a practicable assessment of neonatal piglet body core temperature using automatic object detection based on thermal images.” https://madoc.bib.uni-mannheim.de/64705/"
ahrens-et-al-2025-crisis-reveals-character-founder-and-founding-family-involvement-during-firm-crises-1.pdf,https://madoc.bib.uni-mannheim.de/69254/1/ahrens-et-al-2025-crisis-reveals-character-founder-and-founding-family-involvement-during-firm-crises-1.pdf,https://madoc.bib.uni-mannheim.de/69254/,Crisis reveals character: Founder and founding family involvement during firm crises,"Ahrens, Jan-Philipp; Kowalzick, Marc; Lauterbach, Jochim G.; Petriglieri, Jennifer L.",2025,"Ahrens, Jan-Philipp; Kowalzick, Marc; Lauterbach, Jochim G.; Petriglieri, Jennifer L. (2025) “Crisis reveals character: Founder and founding family involvement during firm crises.” https://madoc.bib.uni-mannheim.de/69254/"
ajps.12475.pdf,https://madoc.bib.uni-mannheim.de/54861/1/ajps.12475.pdf,https://madoc.bib.uni-mannheim.de/54861/,Why underachievers dominate secret police organizations: Evidence from autocratic Argentina,"Scharpf, Adam; Gläßel, Christian",2020,"Scharpf, Adam; Gläßel, Christian (2020) “Why underachievers dominate secret police organizations: Evidence from autocratic Argentina.” https://madoc.bib.uni-mannheim.de/54861/"
alagoz-meiser-2023-investigating-heterogeneity-in-response-strategies-a-mixture-multidimensional-irtree-approach.pdf,https://madoc.bib.uni-mannheim.de/66311/1/alagoz-meiser-2023-investigating-heterogeneity-in-response-strategies-a-mixture-multidimensional-irtree-approach.pdf,https://madoc.bib.uni-mannheim.de/66311/,Investigating heterogeneity in response strategies: A mixture multidimensional IRTree approach,"Alagöz, Ömer Emre Can; Meiser, Thorsten",2024,"Alagöz, Ömer Emre Can; Meiser, Thorsten (2024) “Investigating heterogeneity in response strategies: A mixture multidimensional IRTree approach.” https://madoc.bib.uni-mannheim.de/66311/"
amalia-et-al-2024-norms-of-prejudice-political-identity-and-polarization.pdf,https://madoc.bib.uni-mannheim.de/66983/1/amalia-et-al-2024-norms-of-prejudice-political-identity-and-polarization.pdf,https://madoc.bib.uni-mannheim.de/66983/,Norms of prejudice: political identity and polarization,"Alvarez-Benjumea, Amalia; Winter, Fabian; Zhang, Nan",2024,"Alvarez-Benjumea, Amalia; Winter, Fabian; Zhang, Nan (2024) “Norms of prejudice: political identity and polarization.” https://madoc.bib.uni-mannheim.de/66983/"
amz029.pdf,https://madoc.bib.uni-mannheim.de/51980/1/amz029.pdf,https://madoc.bib.uni-mannheim.de/51980/,Speaking accent-free in L2 beyond the critical period: The compensatory role of individual abilities and opportunity structures,"Dollmann, Jörg; Kogan, Irena; Weißmann, Markus",2020,"Dollmann, Jörg; Kogan, Irena; Weißmann, Markus (2020) “Speaking accent-free in L2 beyond the critical period: The compensatory role of individual abilities and opportunity structures.” https://madoc.bib.uni-mannheim.de/51980/"
an-emotional-advantage-of-multilingualism.pdf,https://madoc.bib.uni-mannheim.de/66401/1/an-emotional-advantage-of-multilingualism.pdf,https://madoc.bib.uni-mannheim.de/66401/,An emotional advantage of multilingualism,"Koch, Martin J.; Kersten, Kristin; Greve, Werner",2024,"Koch, Martin J.; Kersten, Kristin; Greve, Werner (2024) “An emotional advantage of multilingualism.” https://madoc.bib.uni-mannheim.de/66401/"
analyzing-decision-records-from-committees.pdf,https://madoc.bib.uni-mannheim.de/61388/1/analyzing-decision-records-from-committees.pdf,https://madoc.bib.uni-mannheim.de/61388/,Analyzing decision records from committees,"Marbach, Moritz",2021,"Marbach, Moritz (2021) “Analyzing decision records from committees.” https://madoc.bib.uni-mannheim.de/61388/"
anticipated_election_result_and_protest_voting_why_and_when_canadian_voters_signal_discontent.pdf,https://madoc.bib.uni-mannheim.de/55583/1/anticipated_election_result_and_protest_voting_why_and_when_canadian_voters_signal_discontent.pdf,https://madoc.bib.uni-mannheim.de/55583/,Anticipated election result and protest voting: why and when Canadian voters signal discontent,"Schimpf, Christian H.",2019,"Schimpf, Christian H. (2019) “Anticipated election result and protest voting: why and when Canadian voters signal discontent.” https://madoc.bib.uni-mannheim.de/55583/"
appels-2022-ceo-sociopolitical-activism-as-a-signal-of-authentic-leadership-to-prospective-employees.pdf,https://madoc.bib.uni-mannheim.de/63023/1/appels-2022-ceo-sociopolitical-activism-as-a-signal-of-authentic-leadership-to-prospective-employees.pdf,https://madoc.bib.uni-mannheim.de/63023/,CEO sociopolitical activism as a signal of authentic leadership to prospective employees,"Appels, Moritz",2023,"Appels, Moritz (2023) “CEO sociopolitical activism as a signal of authentic leadership to prospective employees.” https://madoc.bib.uni-mannheim.de/63023/"
applsci-11-03610.pdf,https://madoc.bib.uni-mannheim.de/61036/1/applsci-11-03610.pdf,https://madoc.bib.uni-mannheim.de/61036/,How do you speak about immigrants? Taxonomy and stereoImmigrants dataset for identifying stereotypes about immigrants,"Sánchez-Junquera, Javier; Chulvi, Berta; Rosso, Paolo; Ponzetto, Simone Paolo",2021,"Sánchez-Junquera, Javier; Chulvi, Berta; Rosso, Paolo; Ponzetto, Simone Paolo (2021) “How do you speak about immigrants? Taxonomy and stereoImmigrants dataset for identifying stereotypes about immigrants.” https://madoc.bib.uni-mannheim.de/61036/"
applsci-12-00980-v2-1.pdf,https://madoc.bib.uni-mannheim.de/61252/1/applsci-12-00980-v2-1.pdf,https://madoc.bib.uni-mannheim.de/61252/,Explanations for neural networks by neural networks,"Marton, Sascha; Lüdtke, Stefan; Bartelt, Christian",2022,"Marton, Sascha; Lüdtke, Stefan; Bartelt, Christian (2022) “Explanations for neural networks by neural networks.” https://madoc.bib.uni-mannheim.de/61252/"
aprea_profil6.pdf,https://madoc.bib.uni-mannheim.de/59948/1/aprea_profil6.pdf,https://madoc.bib.uni-mannheim.de/59948/,Financial Literacy in der beruflichen Bildung: ein kompetenzorientierter Zugang,"Aprea, Carmela",2020,"Aprea, Carmela (2020) “Financial Literacy in der beruflichen Bildung: ein kompetenzorientierter Zugang.” https://madoc.bib.uni-mannheim.de/59948/"
aprea_profil8.pdf,https://madoc.bib.uni-mannheim.de/65401/1/aprea_profil8.pdf,https://madoc.bib.uni-mannheim.de/65401/,Resilienz von kaufmännischen Angestellten in der digitalen Transformation: Eine explorative Interviewstudie,"Aprea, Carmela",2023,"Aprea, Carmela (2023) “Resilienz von kaufmännischen Angestellten in der digitalen Transformation: Eine explorative Interviewstudie.” https://madoc.bib.uni-mannheim.de/65401/"
art%253A10.1007%252Fs00530-014-0359-z.pdf,https://madoc.bib.uni-mannheim.de/37273/1/art%253A10.1007%252Fs00530-014-0359-z.pdf,https://madoc.bib.uni-mannheim.de/37273/,On Synthetic Workloads for Multiplayer Online Games: A Methodology for Generating Representative Shooter Game Workloads,"Lehn, Max; Triebel, Tonio; Rehner, Robert; Guthier, Benjamin; Kopf, Stephan; Buchmann, Alejandro; Effelsberg, Wolfgang",2014,"Lehn, Max; Triebel, Tonio; Rehner, Robert; Guthier, Benjamin; Kopf, Stephan; Buchmann, Alejandro; Effelsberg, Wolfgang (2014) “On Synthetic Workloads for Multiplayer Online Games: A Methodology for Generating Representative Shooter Game Workloads.” https://madoc.bib.uni-mannheim.de/37273/"
art_3A10.1186_2Fs41239-022-00358-2.pdf,https://madoc.bib.uni-mannheim.de/63891/1/art_3A10.1186_2Fs41239-022-00358-2.pdf,https://madoc.bib.uni-mannheim.de/63891/,Compared to what? Effects of social and temporal comparison standards of feedback in an e-learning context,"Janson, Marc Philipp; Siebert, Jan; Dickhäuser, Oliver",2022,"Janson, Marc Philipp; Siebert, Jan; Dickhäuser, Oliver (2022) “Compared to what? Effects of social and temporal comparison standards of feedback in an e-learning context.” https://madoc.bib.uni-mannheim.de/63891/"
assessing-the-relative-influence-of-party-unity-on-vote-choice-evidence-from-a-conjoint-experiment-1.pdf,https://madoc.bib.uni-mannheim.de/64088/1/assessing-the-relative-influence-of-party-unity-on-vote-choice-evidence-from-a-conjoint-experiment-1.pdf,https://madoc.bib.uni-mannheim.de/64088/,Assessing the relative influence of party unity on vote choice: evidence from a conjoint experiment,"Lehrer, Roni; Stöckle, Pirmin; Juhl, Sebastian",2024,"Lehrer, Roni; Stöckle, Pirmin; Juhl, Sebastian (2024) “Assessing the relative influence of party unity on vote choice: evidence from a conjoint experiment.” https://madoc.bib.uni-mannheim.de/64088/"
attraktive-finanzbildung.pdf,https://madoc.bib.uni-mannheim.de/66214/1/attraktive-finanzbildung.pdf,https://madoc.bib.uni-mannheim.de/66214/,Attraktive Finanzbildung für junge Menschen mit CashCoach,"Ambacher, Thorben; Cziriak, Marius; Dorn, Georg; Franz, Viola; Härtweg, Leonie; Keller, Antonia Katharina; Nothdurft, Hannah; Uhlig, Carolin; Vogler, Manuel; Voronkoff, Boris",2023,"Ambacher, Thorben; Cziriak, Marius; Dorn, Georg; Franz, Viola; Härtweg, Leonie; Keller, Antonia Katharina; Nothdurft, Hannah; Uhlig, Carolin; Vogler, Manuel; Voronkoff, Boris (2023) “Attraktive Finanzbildung für junge Menschen mit CashCoach.” https://madoc.bib.uni-mannheim.de/66214/"
axioms-10-00012-v2.pdf,https://madoc.bib.uni-mannheim.de/60024/1/axioms-10-00012-v2.pdf,https://madoc.bib.uni-mannheim.de/60024/,Input-to-state stability of a scalar conservation law with nonlocal velocity,"Göttlich, Simone; Herty, Michael; Weldegiyorgis, Gediyon",2021,"Göttlich, Simone; Herty, Michael; Weldegiyorgis, Gediyon (2021) “Input-to-state stability of a scalar conservation law with nonlocal velocity.” https://madoc.bib.uni-mannheim.de/60024/"
back-et-al-2022-populist-radical-parties-pariahs-and-coalition-bargaining-delays.pdf,https://madoc.bib.uni-mannheim.de/63526/1/back-et-al-2022-populist-radical-parties-pariahs-and-coalition-bargaining-delays.pdf,https://madoc.bib.uni-mannheim.de/63526/,"Populist radical parties, pariahs, and coalition bargaining delays","Bäck, Hanna; Debus, Marc; Imre, Michael",2024,"Bäck, Hanna; Debus, Marc; Imre, Michael (2024) “Populist radical parties, pariahs, and coalition bargaining delays.” https://madoc.bib.uni-mannheim.de/63526/"
back-et-al-2025-incumbency-advantages-prime-minister-replacements-and-government-formation.pdf,https://madoc.bib.uni-mannheim.de/70274/1/back-et-al-2025-incumbency-advantages-prime-minister-replacements-and-government-formation.pdf,https://madoc.bib.uni-mannheim.de/70274/,"Incumbency advantages, Prime Minister replacements and government formation","Bäck, Hanna; Debus, Marc; Imre, Michael",2025,"Bäck, Hanna; Debus, Marc; Imre, Michael (2025) “Incumbency advantages, Prime Minister replacements and government formation.” https://madoc.bib.uni-mannheim.de/70274/"
backlash-to-policy-decisions-how-citizens-react-to-immigrants-rights-to-demonstrate.pdf,https://madoc.bib.uni-mannheim.de/57688/1/backlash-to-policy-decisions-how-citizens-react-to-immigrants-rights-to-demonstrate.pdf,https://madoc.bib.uni-mannheim.de/57688/,Backlash to policy decisions: How citizens react to immigrants' rights to demonstrate,"Traunmüller, Richard; Helbling, Marc",2022,"Traunmüller, Richard; Helbling, Marc (2022) “Backlash to policy decisions: How citizens react to immigrants' rights to demonstrate.” https://madoc.bib.uni-mannheim.de/57688/"
bankruptfinal-withApp.pdf,https://madoc.bib.uni-mannheim.de/31931/1/bankruptfinal-withApp.pdf,https://madoc.bib.uni-mannheim.de/31931/,The design of corporate debt structure and bankruptcy,"Thadden, Ernst-Ludwig von; Berglöf, Erik; Roland, Gérard",2010,"Thadden, Ernst-Ludwig von; Berglöf, Erik; Roland, Gérard (2010) “The design of corporate debt structure and bankruptcy.” https://madoc.bib.uni-mannheim.de/31931/"
bauer-et-al-2023-expl%28ai%29ned-the-impact-of-explainable-artificial-intelligence-on-users-information-processing.pdf,https://madoc.bib.uni-mannheim.de/65911/1/bauer-et-al-2023-expl%28ai%29ned-the-impact-of-explainable-artificial-intelligence-on-users-information-processing.pdf,https://madoc.bib.uni-mannheim.de/65911/,Expl(AI)ned: The impact of explainable artificial intelligence on users' information processing,"Bauer, Kevin; von Zahn, Moritz; Hinz, Oliver",2023,"Bauer, Kevin; von Zahn, Moritz; Hinz, Oliver (2023) “Expl(AI)ned: The impact of explainable artificial intelligence on users' information processing.” https://madoc.bib.uni-mannheim.de/65911/"
bauer-et-al-2023-teaching-constructive-replications-in-the-behavioral-and-social-sciences-using-quantitative-data-1.pdf,https://madoc.bib.uni-mannheim.de/66489/1/bauer-et-al-2023-teaching-constructive-replications-in-the-behavioral-and-social-sciences-using-quantitative-data-1.pdf,https://madoc.bib.uni-mannheim.de/66489/,Teaching constructive replications in the behavioral and social sciences using quantitative data,"Bauer, Gerrit; Breznau, Nate; Gereke, Johanna; Höffler, Jan H.; Janz, Nicole; Rahal, Rima-Maria; Rennstich, Joachim K.; Soiné, Hannah",2025,"Bauer, Gerrit; Breznau, Nate; Gereke, Johanna; Höffler, Jan H.; Janz, Nicole; Rahal, Rima-Maria; Rennstich, Joachim K.; Soiné, Hannah (2025) “Teaching constructive replications in the behavioral and social sciences using quantitative data.” https://madoc.bib.uni-mannheim.de/66489/"
bauer-gill-2023-mirror-mirror-on-the-wall-algorithmic-assessments-transparency-and-self-fulfilling-prophecies.pdf,https://madoc.bib.uni-mannheim.de/65912/1/bauer-gill-2023-mirror-mirror-on-the-wall-algorithmic-assessments-transparency-and-self-fulfilling-prophecies.pdf,https://madoc.bib.uni-mannheim.de/65912/,"Mirror, mirror on the wall: Algorithmic assessments, transparency, and self-fulfilling prophecies","Bauer, Kevin; Gill, Andrej",2023,"Bauer, Kevin; Gill, Andrej (2023) “Mirror, mirror on the wall: Algorithmic assessments, transparency, and self-fulfilling prophecies.” https://madoc.bib.uni-mannheim.de/65912/"
bauer-morisi-2023-has-trust-in-the-european-parliament-polarized.pdf,https://madoc.bib.uni-mannheim.de/64676/1/bauer-morisi-2023-has-trust-in-the-european-parliament-polarized.pdf,https://madoc.bib.uni-mannheim.de/64676/,Has trust in the European Parliament polarized?,"Bauer, Paul C.; Morisi, Davide",2023,"Bauer, Paul C.; Morisi, Davide (2023) “Has trust in the European Parliament polarized?.” https://madoc.bib.uni-mannheim.de/64676/"
bb-22-2018-i%20Nachruf%20Prof.%20Adolf%20Moxter.pdf,https://madoc.bib.uni-mannheim.de/45404/1/bb-22-2018-i%20Nachruf%20Prof.%20Adolf%20Moxter.pdf,https://madoc.bib.uni-mannheim.de/45404/,Nachruf auf Professor Dr.Dr.h.c.mult. Adolf Moxter,"Wüstemann, Jens",2018,"Wüstemann, Jens (2018) “Nachruf auf Professor Dr.Dr.h.c.mult. Adolf Moxter.” https://madoc.bib.uni-mannheim.de/45404/"
bb_38_2018_IASB%20DP_2018_1_Financial%20Instruments%20with%20Characteristics%20of%20Equity_%20Fortf%C3%BChrung%20eines%20kasuistischen%20Kapitalabgrezungssystems.pdf,https://madoc.bib.uni-mannheim.de/46278/1/bb_38_2018_IASB%20DP_2018_1_Financial%20Instruments%20with%20Characteristics%20of%20Equity_%20Fortf%C3%BChrung%20eines%20kasuistischen%20Kapitalabgrezungssystems.pdf,https://madoc.bib.uni-mannheim.de/46278/,"IASB DP/2018/ ""Financial Instruments with Characteristics of Equity"": Fortführung eines kasuistischen Kapitalabgrenzungssystems","Wüstemann, Jens; Schober, Christoph",2018,"Wüstemann, Jens; Schober, Christoph (2018) “IASB DP/2018/ ""Financial Instruments with Characteristics of Equity"": Fortführung eines kasuistischen Kapitalabgrenzungssystems.” https://madoc.bib.uni-mannheim.de/46278/"
behavsci-15-00302.pdf,https://madoc.bib.uni-mannheim.de/69336/1/behavsci-15-00302.pdf,https://madoc.bib.uni-mannheim.de/69336/,Emotion processing in late adulthood: the effect of emotional valence and face age on behavior and scanning patterns,"Meinhardt-Injac, Bozana; Altvater-Mackensen, Nicole; Mohs, Alexandra; Goulet-Pelletier, Jean-Christophe; Boutet, Isabelle",2025,"Meinhardt-Injac, Bozana; Altvater-Mackensen, Nicole; Mohs, Alexandra; Goulet-Pelletier, Jean-Christophe; Boutet, Isabelle (2025) “Emotion processing in late adulthood: the effect of emotional valence and face age on behavior and scanning patterns.” https://madoc.bib.uni-mannheim.de/69336/"
beichert-et-al-2024-revenue-generation-through-influencer-marketing.pdf,https://madoc.bib.uni-mannheim.de/66227/1/beichert-et-al-2024-revenue-generation-through-influencer-marketing.pdf,https://madoc.bib.uni-mannheim.de/66227/,Revenue generation through influencer marketing,"Beichert, Maximilian; Bayerl, Andreas; Goldenberg, Jacob; Lanz, Andreas",2024,"Beichert, Maximilian; Bayerl, Andreas; Goldenberg, Jacob; Lanz, Andreas (2024) “Revenue generation through influencer marketing.” https://madoc.bib.uni-mannheim.de/66227/"
beliefs-about-demographic-change-how-well-are-individuals-informed.pdf,https://madoc.bib.uni-mannheim.de/70755/1/beliefs-about-demographic-change-how-well-are-individuals-informed.pdf,https://madoc.bib.uni-mannheim.de/70755/,Beliefs about demographic change: how well are individuals informed?,"Stumpf, Elisa; Schütz, Jana; Übelmesser, Silke; Baginski, Ronja; Aprea, Carmela",2025,"Stumpf, Elisa; Schütz, Jana; Übelmesser, Silke; Baginski, Ronja; Aprea, Carmela (2025) “Beliefs about demographic change: how well are individuals informed?.” https://madoc.bib.uni-mannheim.de/70755/"
berger-j%C3%A4ger-2023-do-electoral-candidates-reflect-or-select-campaign-issues-the-influence-of-electoral-manifestos-on.pdf,https://madoc.bib.uni-mannheim.de/65134/1/berger-j%C3%A4ger-2023-do-electoral-candidates-reflect-or-select-campaign-issues-the-influence-of-electoral-manifestos-on.pdf,https://madoc.bib.uni-mannheim.de/65134/,Do electoral candidates reflect or select campaign issues? The influence of electoral manifestos on online communication,"Berger, Valentin T. Z.; Jäger, Felix",2024,"Berger, Valentin T. Z.; Jäger, Felix (2024) “Do electoral candidates reflect or select campaign issues? The influence of electoral manifestos on online communication.” https://madoc.bib.uni-mannheim.de/65134/"
berkessel-2026-wohlbefinden-im-kulturellen-kontext.pdf,https://madoc.bib.uni-mannheim.de/71844/1/berkessel-2026-wohlbefinden-im-kulturellen-kontext.pdf,https://madoc.bib.uni-mannheim.de/71844/,Wohlbefinden im kulturellen Kontext : Ein Überblick über das Zusammenspiel von individuellen und kulturellen Determinanten,"Berkessel, Jana",2026,"Berkessel, Jana (2026) “Wohlbefinden im kulturellen Kontext : Ein Überblick über das Zusammenspiel von individuellen und kulturellen Determinanten.” https://madoc.bib.uni-mannheim.de/71844/"
berkessel-et-al-2024-on-the-unequal-burden-of-obesity-obesity-s-adverse-consequences-are-contingent-on-regional-obesity-1.pdf,https://madoc.bib.uni-mannheim.de/68174/1/berkessel-et-al-2024-on-the-unequal-burden-of-obesity-obesity-s-adverse-consequences-are-contingent-on-regional-obesity-1.pdf,https://madoc.bib.uni-mannheim.de/68174/,On the unequal burden of obesity: Obesity’s adverse consequences are contingent on regional obesity prevalence,"Berkessel, Jana; Ebert, Tobias; Gebauer, Jochen E.; Rentfrow, Peter J.",2024,"Berkessel, Jana; Ebert, Tobias; Gebauer, Jochen E.; Rentfrow, Peter J. (2024) “On the unequal burden of obesity: Obesity’s adverse consequences are contingent on regional obesity prevalence.” https://madoc.bib.uni-mannheim.de/68174/"
