filename,02 DOI,03 Citation,05 Data Type by Source,06 Mode of Collection,07 Type of Instrument,11 Data Collector,12 Data Source,13 Data DOI,15 Data availability statement,17 Code citation
jvab041.pdf,{'value': '10.1093/jeea/jvab041'},"{'value': 'Sovinsky, Michelle. ""Do Research Joint Ventures Serve a Collusive Function?"" Journal of the European Economic Association 20, no. 1 (2022): 430–475. https://doi.org/10.1093/jeea/jvab041'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'not applicable'},{'value': 'not applicable'},"{'value': 'CORE database, Federal Register, US Compustat database, Gartner Group, iSuppli Corporation'}",{'value': ''},{'value': ''},{'value': ''}
jvaf008.pdf,{'value': '10.1093/jeea/jvaf008'},"{'value': 'Maclean, Johanna Catherine, Stefan Pichler, and Nicolas R. Ziebarth. ""MANDATED SICK PAY: COVERAGE, UTILIZATION, AND CROWDING-IN"". Journal of the European Economic Association, 2025, 0(0):1–40. https://doi.org/10.1093/jeea/jvaf008'}",{'value': 'secondary'},{'value': 'unclear'},{'value': 'unclear'},{'value': 'not applicable'},{'value': 'National Compensation Survey (NCS)'},{'value': ''},{'value': ''},{'value': ''}
k%C3%B6nig-eschenwecker-2025-the-european-court-of-justice-and-legal-european-integration-2.pdf,{'value': '10.1177/14651165251395303'},"{'value': 'König, Thomas and Stefan Eschenwecker. ""The European Court of Justice and legal European integration."" European Union Politics 27, no. 1 (2026): 32–59. doi: 10.1177/14651165251395303.'}",{'value': 'secondary'},{'value': 'Content coding'},{'value': 'IUROPA CJEU Database'},{'value': 'not applicable'},{'value': 'IUROPA CJEU Database'},{'value': '10.7910/DVN/IQZYGC'},"{'value': 'All materials required to replicate the results of this study are publicly available in a Dataverse repository at https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IQZYGC (König and Eschenwecker, 2025).'}",{'value': ''}
K%C3%B6nig2020_Article_AReviewOnRailwayDelayManagemen.pdf,{'value': '10.1007/s12469-020-00233-1'},"{'value': 'König, Eva. ""A review on railway delay management."" Public Transport 12 (2020): 335–361. https://doi.org/10.1007/s12469-020-00233-1'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
K%C3%BChl2022_Article_UnifyingTheAbility-as-Compensa.pdf,{'value': '10.1007/s10648-021-09650-5'},"{'value': 'Kühl, Tim, Benedict C. O. F. Fehringer, and Stefan Münzer. ""Unifying the Ability-as-Compensator and Ability-as-Enhancer Hypotheses."" Educational Psychology Review 34 (2022): 1063–1095. https://doi.org/10.1007/s10648-021-09650-5'}",{'value': 'mixed'},{'value': 'Experiment'},{'value': 'E-Prime'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Data Availability\u200b The data are available on request from the corresponding author.'},{'value': ''}
karacay-et-al-2024-inequality-in-participation-in-shadow-education-in-mathematics-in-europe-an-intersectional.pdf,{'value': '10.1177/14749041241285494'},"{'value': 'Karaçay, İrem, Audrey Bousselin, Robin Benz, Merike Darmody, and Emer Smyth. ""Inequality in participation in shadow education in mathematics in Europe: An intersectional perspective."" European Educational Research Journal 24, no. 4 (2025): 430–449. doi:10.1177/14749041241285494'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaire'},{'value': 'not applicable'},{'value': 'TIMSS 2019 and PISA 2012'},{'value': ''},{'value': ''},{'value': ''}
keusch-et-al-2020-coverage-error-in-data-collection-combining-mobile-surveys-with-passive-measurement-using-apps-data.pdf,{'value': '10.1177/0049124120914924'},"{'value': 'Keusch, Florian, Sebastian Bähr, Georg-Christoph Haas, Frauke Kreuter, and Mark Trappmann. ""Coverage Error in Data Collection Combining Mobile Surveys With Passive Measurement Using Apps: Data From a German National Survey."" Sociological Methods & Research 52, no. 2 (2023): 841–878. doi:10.1177/0049124120914924'}",{'value': 'secondary'},{'value': 'Interview'},{'value': 'Computer-Assisted Personal Interviewing (CAPI) and Computer-Assisted Telephone Interviewing (CATI)'},{'value': 'not applicable'},{'value': 'Panel Study Labour Market and Social Security (PASS)'},{'value': ''},{'value': ''},{'value': ''}
keusch-et-al-2024-do-you-have-two-minutes-to-talk-about-your-data-willingness-to-participate-and-nonparticipation-bias.pdf,{'value': '10.1177/1525822X231225907'},"{'value': 'Keusch, Florian, Paulina K. Pankowska, Alexandru Cernat, and Ruben L. Bach. ""Do You Have Two Minutes to Talk about Your Data? Willingness to Participate and Nonparticipation Bias in Facebook Data Donation."" Field Methods 36, no. 4 (2024): 279–293. doi:10.1177/1525822X231225907.'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'web survey'},{'value': 'authors'},{'value': 'not applicable'},{'value': '10.7802/2585'},{'value': 'The survey data are available from the GESIS Data Archive for the Social Sciences at https://doi.org/10.7802/2585.'},{'value': 'https://github.com/fkeusch01/FB_data_donation'}
Kienzlen2020_Article_SimulativeOptimierungDerSteuer.pdf,{'value': '10.1007/s10010-020-00420-3'},"{'value': 'Kienzlen, A., J. Weißen, A. Verl, and S. Göttlich. 2020. ""Simulative Optimierung der Steuerungsparameter eines Materialﬂusslayouts mit Bandförderern."" Forsch Ingenieurwes 84:357–368. https://doi.org/10.1007/s10010-020-00420-3'}",{'value': 'primary'},{'value': 'Simulation'},{'value': 'Matlab 2019b'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Verfügbarkeit von Daten und Material Die Experimentdaten wurden an der Universität Stuttgart im Rahmen des Exzellensclusters für Simulationstechnik (EXC 310/1) mit ﬁnanzieller Förderung der DFG erhoben.'},{'value': ''}
Kiiski2020_Article_TheRieszRepresentationTheoremA.pdf,{'value': '10.1007/s00780-020-00432-5'},"{'value': 'Kiiski, Matti. ""The Riesz representation theorem and weak∗ compactness of semimartingales."" Finance Stoch 2020. doi:10.1007/s00780-020-00432-5'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
kinnunen_et_al_2011_Job_demands_resources.pdf,{'value': '10.1080/1359432X.2010.524411'},"{'value': 'Kinnunen, Ulla, Taru Feldt, Marjo Siltaloppi, and Sabine Sonnentag. ""Job demands–resources model in the context of recovery: Testing recovery experiences as mediators."" European Journal of Work and Organizational Psychology, 2011, 1–28. doi:10.1080/1359432X.2010.524411'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': '12-page questionnaire'},{'value': 'the researchers'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
Kleen-et-al-2019.pdf,{'value': ''},"{'value': 'Kleen, Hannah, Meike Bonefeld, Sabine Glock, and Oliver Dickhäuser. ""Implicit and Explicit Attitudes Toward Turkish Students in Germany as a Function of Teachers’ Ethnicity."" Social Psychology of Education.'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'IAT'},{'value': 'article authors'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
kleinewiese-2020-situational-action-theory-and-the-particular-case-of-settings-including-a-group.pdf,{'value': '10.1177/1477370820953088'},"{'value': 'Kleinewiese, Julia. ""Situational Action Theory and the particular case of settings including a group."" European Journal of Criminology 19, no. 5 (2022): 1188–1204. doi:10.1177/1477370820953088'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
kleinschlomer-krapf-2023-parental-separation-and-children-s-well-being-does-the-quality-of-parent-child-relationships-1.pdf,{'value': '10.1177/02654075231201564'},"{'value': 'Kleinschlömer, Pauline and Sandra Krapf. ""Parental separation and children’ well-being: Does the quality of parent-child relationships moderate the effect?"" Journal of Social and Personal Relationships 40, no. 12 (2023): 4197–4218. doi:10.1177/02654075231201564'}",{'value': 'secondary'},{'value': 'Interview'},{'value': 'questionnaire'},{'value': 'not applicable'},{'value': 'German Family Panel pairfam'},{'value': '10.4232/PAIRFAM.5678.12.0.0'},{'value': ''},{'value': ''}
klinger_bwpat21.pdf,{'value': ''},"{'value': 'Klinger, 2011. ""Characteristics of good higher education teaching: Attempts at definitions and operationalisability"". bwp@, (21).'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
Klingert2020_Article_Sim2WinHowSimulationCanHelpDat.pdf,{'value': '10.1007/s12053-020-09873-5'},"{'value': 'Klingert, Sonja, Nils Wilken, and Christian Becker. 2020. ""Sim2Win: How simulation can help data centers to benefit from controlling their power profile."" Energy Efficiency.'}",{'value': 'mixed'},{'value': 'Simulation'},{'value': 'Sim2Win'},{'value': 'authors'},"{'value': 'large-scale HPC system in Germany, EPEX Day Ahead website, German transmission operators'}",{'value': ''},{'value': ''},{'value': ''}
Klotz-Winther2016_Article_ZurEntwicklungDom%C3%A4nenverbunden.pdf,{'value': '10.1007/s11618-016-0687-1'},"{'value': 'Klotz, Viola Katharina, and Esther Winther. 2016. ""Zur Entwicklung domänenverbundener und domänenspeziﬁscher Kompetenz im Ausbildungsverlauf: Eine Analyse für die kaufmännische Domäne."" Z Erziehungswiss 19 (2016): 765–782. doi:10.1007/s11618-016-0687-1.'}",{'value': 'primary'},{'value': 'Measurements and tests'},{'value': 'test instrument'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Zusatzmaterial online Zusätzliche Informationen sind in der Online-Version dieses Artikels (doi:10.1007/s11618-016-0687-1) enthalten.'},{'value': ''}
klotz_etal_profil5.pdf,{'value': ''},"{'value': 'Viola Katharina Klotz, Andreas Rausch, Svenja Geigle, and Jürgen Seifried. ""Ausbildungsqualität – Theoretische Modellierung und Analyse ausgewählter Befragungsinstrumente."" bwp@ Profil 5 (May 2017).'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
Knowing%20what%20I%20don%20t%20know%20belief%20in%20conspiracy%20theories%20relates%20to%20lower%20metacognitive%20sensitivity%20a%20signal%20detection%20theoretic%20approach.pdf,{'value': 'https://doi.org/10.1080/20445911.2025.2563541'},"{'value': 'Pummerer, Lotte, Kevin Winter, Kai Sassenberg, and Helen Fischer. ""“Knowing what I don–t know” – belief in conspiracy theories relates to lower metacognitive sensitivity: a signal detection theoretic approach."" Journal of Cognitive Psychology 38, no. 1 (2026): 65–77. https://doi.org/10.1080/20445911.2025.2563541'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaire'},{'value': 'authors'},{'value': 'not applicable'},{'value': '10.23668/psycharchives.21255'},{'value': 'Data and analysis code (R) are available at https://doi.org/10. 23668/psycharchives.21255 (data) and https://doi.org/10. 23668/psycharchives.21256 (code).'},{'value': 'https://doi.org/10. 23668/psycharchives.21256'}
koegler_etal_profil6.pdf,{'value': ''},"{'value': 'Kögler, Kristina, Andreas Rausch, and Helmut Niegemann. ""Interpretierbarkeit von Logdaten in computerbasierten Kompetenztests mit großen Handlungsräumen."" bwp@ Profil 6, September 2020.'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
koepfer_etal_profil6.pdf,{'value': ''},"{'value': 'Patricia Köpfer, Claudia Krille, Katharina Bushyla, and Jürgen Seifried. ""Ausprägung und Förderung fachdidaktischer Kompetenzen von (angehenden) Lehrkräften an kaufmännischen Schulen – Zum konstruktiven Umgang mit Fehlern im Rechnungswesenunterricht."" bwp@ Profil 6, September 2020.'}",{'value': 'primary'},{'value': 'Measurements and tests'},{'value': 'Videovignetten'},"{'value': 'Köpfer, Krille, Bushyla, Seifried'}",{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
Koether%20-%20Different%20patients%20different%20preferences%20A%20multicenter%20assessment%20of%20patients%20.pdf,{'value': '10.1002/cam4.4667'},"{'value': 'Köther, Anja K., Björn Büdenbender, Britta Grüne, Sonja Holbach, Johannes Huber, Nicolas von Landenberg, Julia Lenk, Thomas Martini, Maurice S. Michel, Maximilian C. Kriegmair, and Georg W. Alpers. ""Different patients, different preferences: A multicenter assessment of patients\' personality traits and anxiety in shared decision making."" Cancer Medicine 11 (2022): 2999–3008. doi: 10.1002/cam4.4667.'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaire'},{'value': 'authors'},{'value': 'not applicable'},{'value': '10.7801/38942'},"{'value': 'The data used for this study are available upon request and have been deposited on MADATA (University of Mannheim) Research Data Repository at 10.7801/38942 and will be made available by the authors, without undue reservation, to any qualified researcher.'}",{'value': ''}
Kolb_G%C3%B6tlich_Goatin%202017%20Capacity%20drop%20and%20trafic%20control.pdf,{'value': ''},"{'value': 'Kolb, Oliver, Simone Göttlich, and Paola Goatin. 2016. ""Capacity drop and traﬃc control for a second order traﬃc model.""'}",{'value': 'primary'},{'value': 'Simulation'},{'value': 'Aw-Rascle (AR) model'},{'value': 'article authors'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
Koncar2022_Article_CorrectionToOnTheApplicationOf-1.pdf,{'value': '10.1007/s42488-022-00065-7'},"{'value': 'Koncar, Philipp, Tiago Santos, Markus Strohmaier, and Denis Helic. 2022. ""Correction to: On the application of the Two-Factor Theory to online employer reviews."" Journal of Data, Information and Management. https://doi.org/10.1007/s42488-022-00065-7'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
kosyakova-et-al-2025-multidimensional-effects-of-conflict-induced-violence-on-wartime-migration-decisions-evidence-from.pdf,{'value': '10.1177/00223433251317838'},"{'value': 'Kosyakova, Yuliya, Irena Kogan, and Frank van Tubergen. ""Multidimensional effects of conflict-induced violence on wartime migration decisions: evidence from Ukraine."" Journal of Peace Research 62, no. 6 (2025): 2088–2106. doi:10.1177/00223433251317838'}",{'value': 'mixed'},{'value': 'Self-administered questionnaire'},{'value': 'computer-assisted web interviews'},{'value': 'OneUA project'},"{'value': 'OneUA survey, ACLED database, Live Universal Awareness Map, Map of Recovery database, Air-alarms.in.ua'}",{'value': ''},"{'value': 'Replication codes for data preparation and analyses, along with the Online Appendix, are available at http://www.prio.no/jpr/datasets/ as well as at https://osf. io/7fd9g/. Information about the underlying OneUA data can be found at: https://osf.io/tmgcd/.'}","{'value': 'http://www.prio.no/jpr/datasets/, https://osf. io/7fd9g/'}"
kowalzick-appels-2022-to-change-or-not-to-change-evidence-on-the-steadiness-of-more-hubristic-ceos.pdf,{'value': '10.1177/01492063221104398'},"{'value': 'Kowalzick, Marc, and Moritz Appels. ""To Change or Not to Change? Evidence on the Steadiness of More Hubristic CEOs."" Journal of Management 49, no. 7 (September 2023): 2415–2454. doi:10.1177/01492063221104398.'}",{'value': 'secondary'},{'value': 'Aggregation'},{'value': 'not applicable'},{'value': 'not applicable'},"{'value': 'ExecuComp, COMPUSTAT, Capital IQ Key Developments, COMPUSTAT Historical Segments, Thomson-Reuters 13(F), Institutional Shareholder Services (ISS), Securities Data Company (SDC)'}",{'value': ''},{'value': 'Supplemental material for this article is available with the manuscript on the JOM website.'},{'value': ''}
Kr%C3%B6mer%20Topchishvili%20Sch%C3%B6n_Sustainable%20Airline%20Planning%20Scheduling.pdf,{'value': ''},"{'value': 'Marius Magnus Krömer, David Topchishvilia, and Cornelia Schön. ""Sustainable Airline Planning and Scheduling."" Journal of Cleaner Production, 2023.'}",{'value': 'secondary'},{'value': 'Aggregation'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'Bureau of Transportation Statistics'},{'value': ''},{'value': ''},{'value': ''}
Kr%C3%B6tz-Deutscher2021_Article_BetrieblicheAusbildungsqualit%C3%A4.pdf,{'value': '10.1007/s11618-021-01041-4'},"{'value': 'Krötz, Maximilian and Viola Deutscher. 2021. ""Betriebliche Ausbildungsqualität – Eine Frage der Perspektive?"" Z Erziehungswiss.'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'Onlineumfrage'},"{'value': 'M. Krötz, V. Deutscher'}",{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
Kr%C3%B6tz-Deutscher2021_Article_DifferencesInPerceptionMatterH.pdf,{'value': '10.1007/s12186-021-09263-7'},"{'value': 'Krötz, Maximilian and Viola Deutscher. ""Differences in Perception Matter – How Differences in the Perception of Training Quality of Trainees and Trainers Affect Drop‑Out in VET."" Vocations and Learning, 2021. doi:10.1007/s12186-021-09263-7'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'Google forms'},{'value': 'M. Krötz'},{'value': 'not applicable'},{'value': ''},{'value': 'Data availability\u200b Data available.'},{'value': ''}
Kr%C3%B6tz-Deutscher2022_Article_Drop-outInDualVETWhyWeShouldCo.pdf,{'value': '10.1186/s40461-021-00127-x'},"{'value': 'Krötz, Maximilian and Viola Deutscher. 2022. ""Drop‑out in dual VET: why we should consider the drop‑out direction when analysing drop‑out."" Empirical Research in Vocational Education and Training 14, no. 1. https://doi.org/10.1186/s40461-021-00127-x'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'VET-learning quality inventory (VET-LQI)'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'The datasets used and/or analysed during the current study are available from the corresponding author on reasonable request.'},{'value': ''}
kranhold-et-al-2025-die-helikopter-eltern-der-forschung.pdf,{'value': '10.1026/0942-5403/a000474'},"{'value': 'Kranhold, Anna-Luisa, Lina Neuhoff, Melanie Bunz, Rabea Derhardt, Felix Schreiber, Lukka Popp, Leonard Konstantin Kulisch, Silvia Schneider, Hanna Christiansen, Tina In-Albon, Sabine Walper, and Christina Bartnick. ""Die Helikopter-Eltern der Forschung: Wie Datenschutzgesetze und Bürokratie den Zugang zu Forschung und Behandlung für Kinder, Jugendliche und ihre Bezugspersonen erschweren – Statement-Papier"". Kindheit und Entwicklung (2025), 34(1), 5–12. https://doi.org/10.1026/0942-5403/a000474'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
Krapf-Wagner2020_Article_HousingAffordabilityHousingTen.pdf,{'value': '10.1007/s10680-019-09549-6'},"{'value': 'Krapf, Sandra and Michael Wagner. ""Housing Affordability, Housing Tenure Status and Household Density: Are Housing Characteristics Associated with Union Dissolution?"" European Journal of Population (2020). https://doi.org/10.1007/s10680-019-09549-6'}",{'value': 'secondary'},{'value': 'Interview'},{'value': 'questionnaire'},{'value': 'not applicable'},{'value': 'German Family Panel pairfam'},{'value': '10.4232/pairfam.5678.8.0.0'},{'value': ''},{'value': ''}
Krapf2022_Article_TheTransitionToACoresidentialP.pdf,{'value': '10.1007/s11113-021-09665-4'},"{'value': 'Krapf, Sandra, Clara H. Mulder, and Michael Wagner. ""The Transition to a Coresidential Partnership: Who Moves and Who Has the Partner Move In?"" Population Research and Policy Review 41 (2022): 757–779. https://doi.org/10.1007/s11113-021-09665-4'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaire'},{'value': 'not applicable'},{'value': 'pairfam'},{'value': '10.4232/pairfam.5678.10.0.0'},{'value': ''},{'value': ''}
krauss-wagner-2023-take-the-streets-or-take-the-parliament-political-participation-choices-of-radical-left-individuals-1.pdf,{'value': '10.1177/14789299231204708'},"{'value': 'Krauss, Svenja and Sarah Wagner. ""Take the Streets or Take the Parliament? Political Participation Choices of Radical Left Individuals."" Political Studies Review 22, no. 4 (2024): 839-870. doi:10.1177/14789299231204708'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'ESS'},{'value': 'not applicable'},{'value': 'ESS'},{'value': ''},{'value': ''},{'value': ''}
Krautz-Keuleers2022_Article_LinguaPixDatabaseAMegastudyOfP.pdf,{'value': 'https://doi.org/10.3758/s13428-021-01651-0'},"{'value': 'Krautz, Agnieszka Ewa, and Emmanuel Keuleers. ""LinguaPix database: A megastudy of picture-naming norms."" Behavior Research Methods 54, no. 2 (2022): 941–954. https://doi.org/10.3758/s13428-021-01651-0'}",{'value': 'primary'},{'value': 'Experiment'},"{'value': 'EPrime 2.0 software, LimeSurvey'}",{'value': 'authors'},{'value': 'not applicable'},{'value': ''},"{'value': 'The data, including over 64,000 audio files, were used to create the LinguaPix database of pictures, audio recordings, and linguistic norms, which to our knowledge, is the largest available research tool of its kind (http://linguapix.uni-mannheim.de).'}",{'value': ''}
Krispenz-Dickhaeuser-2019.pdf,{'value': '10.1515/psych-2018-0013'},"{'value': 'Krispenz, Ann, and Oliver Dickhäuser. ""Reduction of Chronic Stress and Trait Anxiety by Inquiry of Cognitive Appraisals with the Inquiry-Based Stress Reduction (IBSR) Method."" Open Psychology 1 (2019): 185–199. https://doi.org/10.1515/psych-2018-0013'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaires'},{'value': 'the research team'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
Kroneisen2020_Article_HowCanIUseItTheRoleOfFunctiona.pdf,{'value': '10.3758/s13423-020-01802-y'},"{'value': 'Kroneisen, Meike, Michael Kriechbaumer, Siri-Maria Kamp, and Edgar Erdfelder. 2020. ""How can I use it? The role of functional fixedness in the survival-processing paradigm."" Psychonomic Bulletin & Review.'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'personal computers'},{'value': 'article authors'},{'value': 'not applicable'},{'value': ''},{'value': 'The word material for the main experiment can be found in the Appendix.'},{'value': ''}
kroneisen_et_al_0146167219893994.pdf,{'value': '10.1177/0146167219893994'},"{'value': 'Kroneisen, Meike, and Daniel W. Heck. 2020. ""Interindividual Differences in the Sensitivity for Consequences, Moral Norms, and Preferences for Inaction: Relating Basic Personality Traits to the CNI Model."" Personality and Social Psychology Bulletin, 00(0), 1-14. doi:10.1177/0146167219893994'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'HEXACO personality inventory'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},"{'value': 'For all reported studies, data and R scripts are available via the Open Science Framework (OSF) and can be accessed at https://osf.io/B7C9Z/'}",{'value': 'https://osf.io/B7C9Z/'}
kuchler-et-al-2022-gender-related-differences-in-online-comment-sections-findings-from-a-large-scale-content-analysis.pdf,{'value': '10.1177/08944393211052042'},"{'value': 'Küchler, Constanze, Anke Stoll, Marc Ziegele, and Teresa K. Naab. ""Gender-Related Differences in Online Comment Sections: Findings From a Large-Scale Content Analysis of Commenting Behavior."" Social Science Computer Review 41, no. 3 (2023): 728–747. doi:10.1177/08944393211052042'}",{'value': 'primary'},{'value': 'Automated data extraction'},{'value': 'Facebook Graph API'},{'value': 'article authors'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
Kuhlmann2019.pdf,{'value': '10.1515/psych-2018-0020'},"{'value': 'Kuhlmann, Beatrice G. 2019. ""Topical Issue on Strategy Contributions to Cognitive Aging."" Open Psychology 1: 317–322. https://doi.org/10.1515/psych-2018-0020'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
kurella-2025-a-formal-model-of-party-competition-with-salience.pdf,{'value': '10.1177/09516298241312345'},"{'value': 'Kurella, Anna-Sophie. ""A formal model of party competition with salience."" Journal of Theoretical Politics 37, no. 2 (2025): 156–175. doi:10.1177/09516298241312345'}",{'value': 'primary'},{'value': 'Simulation'},{'value': 'computational methods'},{'value': 'Kurella'},{'value': 'not applicable'},{'value': ''},{'value': 'Supplemental material for this article is available online.'},{'value': ''}
Kyklos%20-%202025%20-%20Hoeft%20-%20Normative%20Acceptance%20of%20Power%20Abuse-1.pdf,{'value': '10.1111/kykl.12474'},"{'value': 'Hoeft, Leonard, Wladislaw Mill, and Alexander Vostroknutov. ""Normative Acceptance of Power Abuse."" Kyklos, 2025, 78:1375–1386. https://doi.org/10.1111/kykl.12474'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'z-Tree'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'The data that support the findings of this study are available in the supplementary material of this article.'},{'value': ''}
L%20vy%20s%20Second%20Arcsine%20Law%20Via%20The%20Ballot%20Theorem.pdf,{'value': '10.1080/00029890.2025.2555145'},"{'value': 'Pitters, Helmut H. ""L´evy’s Second Arcsine Law Via The Ballot Theorem."" The Mathematical Association of America [Monthly 132], 2025, pp. 1048-1049, doi: 10.1080/00029890.2025.2555145.'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
l%C3%B6rch-huovinen-2024-fostering-composer-voice-in-tertiary-teaching-of-contemporary-music-composition.pdf,{'value': '10.1177/00224294241255579'},"{'value': 'Lörch, Lucas and Erkki Huovinen. ""Fostering Composer Voice in Tertiary Teaching of Contemporary Music Composition."" Journal of Research in Music Education 73, no. 1 (2025): 87-108. doi:10.1177/00224294241255579'}",{'value': 'primary'},{'value': 'Interview'},{'value': 'interview guide'},{'value': 'the first author and the second author'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
L%C3%B8vlien2021_Article_DomesticSupportForForeignFight.pdf,{'value': '10.1007/s41125-021-00071-7'},"{'value': 'Løvlien, Eline Drury. ""Domestic Support for Foreign Fighting: Attitudes Towards the Use of Violence Abroad."" European Journal for Security Research 6 (2021): 73–103. https://doi.org/10.1007/s41125-021-00071-7'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'survey questionnaire'},{'value': 'not applicable'},{'value': 'Young in Oslo data'},{'value': ''},{'value': 'The data material used in this article is from a Ungdata-survey conducted by Norwegian Social Research (NOVA) in collaboration with the regional drug and alcohol competence centres (KoRus).'},{'value': ''}
lab.24048.bar.pdf,{'value': '10.1075/lab.24048.bar'},"{'value': 'Baroncini, Ioli, Anna Michelotti, and Helen Engemann. ""Priming motion events in Italian heritage language speakers."" Linguistic Approaches to Bilingualism. Published online: 23 May 2025. doi:10.1075/lab.24048.bar'}",{'value': 'primary'},{'value': 'Experiment'},"{'value': 'OpenSesame, Jatos, SoSci Survey, LexTALE, LexITA, LEAP-Q'}","{'value': 'Ioli Baroncini, Anna Michelotti, and Helen Engemann'}",{'value': 'not applicable'},{'value': ''},"{'value': 'The design and data presented in this study, as well as the Supplementary Materials, are openly available on the OSF platform at https://osf.io/zdfn4/?view_only=00d6af7c79324dc580a62719d8a12f8a'}",{'value': 'https://osf.io/zdfn4/?view_only=00d6af7c79324dc580a62719d8a12f8a'}
lab.24055.jac.pdf,{'value': '10.1075/lab.24055.jac'},"{'value': 'Jacob, Gunnar, Hanife Ilen, and Helen Engemann. ""The role of cross-linguistic structural priming in contact-induced language change: Ungrammatical comparative priming in Turkish–German bilinguals."" Linguistic Approaches to Bilingualism. Published online: 5 August 2025. doi:10.1075/lab.24055.jac'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'OpenSesame'},"{'value': 'Gunnar Jacob, Hanife Ilen, and Helen Engemann'}",{'value': 'not applicable'},{'value': ''},"{'value': 'The raw data files for both experiments reported in this manuscript, as well as R script files for the respective statistical analyses and a list of all experimental materials, are available on OSF: https://osf.io/dgkez/?view_only=e1110b7492ca4835b692bbecc660a11f'}",{'value': 'https://osf.io/dgkez/?view_only=e1110b7492ca4835b692bbecc660a11f'}
